"ID","Source","Severity","Start_Time","End_Time","Start_Lat","Start_Lng","End_Lat","End_Lng","Distance(mi)","Description","Street","City","County","State","Zipcode","Country","Timezone","Airport_Code","Weather_Timestamp","Temperature(F)","Wind_Chill(F)","Humidity(%)","Pressure(in)","Visibility(mi)","Wind_Direction","Wind_Speed(mph)","Precipitation(in)","Weather_Condition","Amenity","Bump","Crossing","Give_Way","Junction","No_Exit","Railway","Roundabout","Station","Stop","Traffic_Calming","Traffic_Signal","Turning_Loop","Sunrise_Sunset","Civil_Twilight","Nautical_Twilight","Astronomical_Twilight"
"A-45628","Source2",3,2016-06-30 16:23:23,2016-06-30 17:23:23,33.806732,-117.234627,NA,NA,0,"Accident on I-215 Southbound near Exit 22 Cajalco Expy. On the median.","I-215 S","Perris","Riverside","CA","92571","US","US/Pacific","KRIV",2016-06-30 15:58:00,93.4,NA,32,29.79,10,"NW",15,NA,"Partly Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"A-3534901","Source1",2,2016-11-04 15:57:07,2016-11-04 21:57:07,37.56034,-122.0349,37.56626,-122.04123,0.536,"At CA-84/Decoto Rd - Accident.","CA-84 W","Newark","Alameda","CA","94560","US","US/Pacific","KPAO",2016-11-04 15:47:00,71.6,NA,60,30.1,10,"NNW",9.2,NA,"Partly Cloudy",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"A-233041","Source2",3,2016-12-28 05:22:54,2016-12-28 06:07:29,38.991417,-76.886101,NA,NA,0.01,"Accident on I-95 Capital Beltway Southbound at Exits 22A 22B MD-295 Baltimore Washington Pkwy.","Baltimore Washington Pkwy N","Lanham","Prince George's","MD","20706","US","US/Eastern","KCGS",2016-12-28 05:22:00,37.4,NA,70,30.1,10,"Calm",NA,NA,"Clear",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Night","Night","Night"
"A-249465","Source2",3,2016-10-11 09:49:16,2016-10-11 10:33:41,39.25164,-76.823639,NA,NA,0,"Left lane closed and left hand shoulder closed due to accident on US-29 Columbia Pike Southbound at MD-100.","Columbia Pike N","Ellicott City","Howard","MD","21043","US","US/Eastern","KBWI",2016-10-11 09:54:00,55,NA,57,30.47,10,"NE",6.9,NA,"Scattered Clouds",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"A-21047","Source2",2,2016-09-19 20:45:50,2016-09-19 21:30:50,36.578472,-121.906723,NA,NA,0,"Right hand shoulder blocked due to accident on CA-1 Northbound at Exits 399B 399C Soledad Dr.","Cabrillo Hwy N","Carmel","Monterey","CA","93923","US","US/Pacific","KMRY",2016-09-19 20:54:00,60.1,NA,86,30.02,10,"Calm",NA,NA,"Smoke",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Night","Night","Night"
"A-3448330","Source1",3,2016-12-09 09:42:01,2016-12-09 15:42:01,39.141549,-76.644576,39.14148,-76.64457,0.005,"At MD-174/Quarterfield Rd/Exit 13 - Accident.","I-97 S","Glen Burnie","Anne Arundel","MD","21061","US","US/Eastern","KBWI",2016-12-09 09:54:00,34,24.2,50,30.3,10,"WNW",15,NA,"Partly Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"A-240785","Source2",3,2016-11-08 18:09:24,2016-11-08 18:38:54,40.068756,-75.32177,NA,NA,0.01,"Accident on I-476 Southbound at Exits 16 16A 16B I-76.","Veterans Memorial Hwy S","Conshohocken","Montgomery","PA","19428","US","US/Eastern","KLOM",2016-11-08 18:15:00,50,NA,58,30.03,10,"Calm",NA,NA,"Clear",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Night","Night","Day"
"A-3445526","Source1",2,2016-12-01 10:25:51,2016-12-01 16:25:51,35.140166,-80.912893,35.140198,-80.912966,0.005,"At I-77/US-21 - Accident.","Arrowpoint Blvd","Charlotte","Mecklenburg","NC","28217","US","US/Eastern","KCLT",2016-12-01 10:52:00,57,NA,47,29.92,10,"Variable",4.6,NA,"Partly Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Day","Day","Day","Day"
"A-34268","Source2",2,2016-04-12 10:36:59,2016-04-12 11:06:59,37.84531,-122.486282,NA,NA,0.01,"Slow lane blocked due to accident on US-101 Southbound near Robin Williams Tunnel.","Robin Williams Tunnel","Sausalito","Marin","CA","94965","US","US/Pacific","KSFO",2016-04-12 10:56:00,57,NA,74,30.22,10,"West",25.3,NA,"Overcast",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"A-138792","Source3",2,2016-08-24 11:53:13,2016-08-24 12:38:13,28.535093,-81.40123,NA,NA,0,"Two lanes blocked due to accident on FL-408 West Expy Eastbound at Exit 9 Carter St.","E West Expy E","Orlando","Orange","FL","32805","US","US/Eastern","KORL",2016-08-24 11:53:00,78.1,NA,93,30.16,10,"SE",5.8,0.04,"Mostly Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"A-17388","Source2",2,2016-11-17 19:49:05,2016-11-17 20:18:53,38.595592,-121.36454,NA,NA,0.01,"Accident on Eastern Ave at Arden Way.","Eastern Ave","Sacramento","Sacramento","CA","95864","US","US/Pacific","KMHR",2016-11-17 19:45:00,41,38,81,30.08,10,"ENE",4.6,NA,"Clear",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Night","Night","Night"
"A-213878","Source2",2,2016-08-15 16:47:52,2016-08-15 17:48:00,41.514809,-73.591049,NA,NA,0,"Right hand shoulder blocked due to accident on NY-22 Northbound at NY-311.","Route 311","Patterson","Putnam","NY","12563","US","US/Eastern","KDXR",2016-08-15 16:53:00,84.9,NA,51,30.15,10,"Calm",NA,NA,"Clear",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Day","Day","Day","Day"
"A-3490165","Source1",2,2016-08-16 07:34:19,2016-08-16 13:34:19,29.93781,-90.049603,29.925807,-90.040188,1.003,"Between Crescent City Connection and Whitney Ave - Accident.","Pontchartrain Expy E","New Orleans","Orleans","LA","70114","US","US/Pacific","KAUD",2016-08-16 07:55:00,86,86,82,30.12,10,"ESE",10,0,"Mostly Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"A-281594","Source2",3,2016-11-22 17:11:37,2016-11-22 17:41:11,32.666855,-97.320724,NA,NA,0.01,"#1 &amp; #2 lane blocked queueing traffic and left hand shoulder blocked due to accident on I-35W Southbound at Exits 44 45A 45B I-20.","I-35W S","Fort Worth","Tarrant","TX","76134","US","US/Central","KFWS",2016-11-22 16:46:00,69.8,NA,83,29.88,10,"SSE",11.5,NA,"Mostly Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"A-299030","Source2",3,2016-09-06 07:31:41,2016-09-06 08:01:41,29.716925,-95.498947,NA,NA,0,"Two lanes blocked due to accident on I-69 Northbound at Hillcroft St.","US-59 S","Houston","Harris","TX","77074","US","US/Central","KMCJ",2016-09-06 07:35:00,78.8,NA,83,30.08,9,"East",4.6,NA,"Clear",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"A-158520","Source2",3,2016-06-30 18:19:26,2016-06-30 18:49:26,33.737194,-84.230675,NA,NA,0,"Accident on I-285 Southbound after Exit 44 GA-260 Glenwood Rd.","Glenwood Rd","Decatur","DeKalb","GA","30035","US","US/Eastern","KPDK",2016-06-30 17:53:00,89.1,NA,48,29.87,10,"SSE",9.2,NA,"Mostly Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"A-3543688","Source1",2,2016-10-11 18:10:21,2016-10-12 00:10:21,34.06393,-117.27173,34.06396,-117.2844,0.725,"At Waterman Ave/Exit 73 - Accident.","I-10 W","San Bernardino","San Bernardino","CA","92408","US","US/Pacific","KSBD",2016-10-11 17:50:00,75.2,NA,44,30.01,5,"West",12.7,NA,"Haze",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"A-3435369","Source1",2,2016-09-28 07:17:45,2016-09-28 13:17:45,35.36542,-97.5797,35.36046,-97.58169,0.361,"At 104th St/Exit 112 - Accident.","I-44 W","Oklahoma City","Cleveland","OK","73159","US","US/Central","KOKC",2016-09-28 06:52:00,55.9,NA,77,29.97,10,"SW",4.6,NA,"Partly Cloudy",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Day","Day","Day"
"A-28500","Source2",2,2016-08-24 08:44:24,2016-08-24 09:29:24,36.458427,-121.378616,NA,NA,0,"Accident on US-101 Southbound before Silliman Rd.","Camphora Rd","Soledad","Monterey","CA","93960","US","US/Pacific","KSNS",2016-08-24 08:53:00,59,NA,81,30.15,10,"South",4.6,NA,"Overcast",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"A-214810","Source2",3,2016-08-24 07:16:06,2016-08-24 07:46:06,40.931561,-73.856789,NA,NA,0,"Accident on I-87 NYS Thruway Northbound at Cross County Pkwy.","I-87 S","Yonkers","Westchester","NY","10704","US","US/Eastern","KLGA",2016-08-24 06:51:00,73,NA,61,30.27,10,"Calm",NA,NA,"Partly Cloudy",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"A-3454785","Source1",2,2016-12-29 06:25:02,2016-12-29 12:25:02,38.269518,-78.938004,38.267121,-78.939003,0.174,"At VA-612/Exit 227 - Accident.","I-81 S","Mount Sidney","Augusta","VA","24467","US","US/Eastern","KSHD",2016-12-29 06:35:00,35.8,31.9,97,29.79,10,"SW",4.6,NA,"Overcast",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Night","Night","Day"
"A-3520445","Source1",4,2016-05-26 09:04:02,2016-05-26 15:04:02,39.86699,-75.03954,39.87409,-75.047169,0.636,"Closed at I-295 - Road closed due to accident.","White Horse Pike N","Lawnside","Camden","NJ","08045-1129","US","US/Eastern","KVAY",2016-05-26 08:54:00,75,NA,53,30.13,10,"SW",4.6,NA,"Clear",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Day","Day","Day","Day"
"A-195859","Source2",3,2016-12-12 06:22:30,2016-12-12 06:52:02,41.474072,-73.649231,NA,NA,0.01,"Right hand shoulder blocked due to accident on I-84 Eastbound at Exit 18 NY-311.","I-84 E","Carmel","Putnam","NY","10512","US","US/Eastern","KDXR",2016-12-12 06:24:00,33.1,26.9,96,29.89,4,"SE",6.9,0.03,"Rain",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Night","Day","Day"
"A-117020","Source2",3,2016-12-07 09:46:27,2016-12-07 10:15:26,28.605989,-81.386375,NA,NA,0.01,"Delays and two right lane blocked due to accident on I-4 Eastbound at Exit 88 FL-423 Lee Rd.","Lee Rd","Winter Park","Orange","FL","32789","US","US/Eastern","KORL",2016-12-07 09:53:00,70,NA,71,30.08,10,"West",3.5,NA,"Clear",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"A-3497450","Source1",2,2016-09-08 15:34:08,2016-09-08 21:34:08,29.29916,-81.08504,29.29916,-81.08504,0,"At Lowndes Ave - Accident.","N US Highway 1","Ormond Beach","Volusia","FL","32174-4532","US","US/Eastern","KOMN",2016-09-08 15:50:00,84.2,NA,66,30.06,10,"East",11.5,NA,"Scattered Clouds",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Day","Day","Day","Day"
"A-168417","Source2",2,2016-12-19 11:42:40,2016-12-19 12:42:28,42.359608,-87.837967,NA,NA,0.01,"Accident on County Hwy-A22 Washington St Eastbound at Glen Rock Ave.","Washington St","Waukegan","Lake","IL","60085-5525","US","US/Central","KUGN",2016-12-19 11:55:00,10,-7.6,51,30.69,10,"SSW",17.3,NA,"Clear",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"A-74303","Source2",2,2016-11-22 12:48:50,2016-11-22 13:27:00,34.1068,-117.890266,NA,NA,0.01,"Accident on Arrow Hwy both ways at Citrus Ave.","W Arrow Hwy","Azusa","Los Angeles","CA","91702-5868","US","US/Pacific","KEMT",2016-11-22 12:56:00,68,NA,46,30.11,10,"South",4.6,NA,"Clear",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,"Day","Day","Day","Day"
"A-3520612","Source1",2,2016-05-28 02:29:53,2016-05-28 08:29:53,41.55654,-73.05566,41.54931,-73.04691,0.674,"At I-84/Exit 31/Exit 33 - Accident.","CT-8 S","Waterbury","New Haven","CT","06708","US","US/Eastern","KOXC",2016-05-28 02:35:00,64.4,NA,83,30.09,10,"SW",4.6,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Night","Night","Night"
"A-87031","Source2",3,2016-08-05 21:36:59,2016-08-05 22:21:59,32.947182,-117.243149,NA,NA,0,"Shoulder blocked on exit ramp due to accident on I-5 Northbound at Exit 34 Del Mar Heights Rd.","San Diego Fwy S","San Diego","San Diego","CA","92130","US","US/Pacific","KNKX",2016-08-05 21:55:00,68,NA,76,29.86,10,"SW",3.5,NA,"Mostly Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Night","Night","Night"
"A-3423847","Source1",2,2016-06-03 20:25:53,2016-06-04 02:25:53,32.86257,-116.92296,32.86703,-116.9226,0.309,"Between Mapleview St and San Vicente Fwy - Accident.","Mapleview St","Lakeside","San Diego","CA","92040","US","US/Pacific","KSEE",2016-06-03 20:47:00,69.8,NA,64,29.92,10,"West",5.8,NA,"Clear",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Night","Night","Day","Day"
"A-6122","Source2",2,2016-12-08 01:36:10,2016-12-08 02:20:31,37.861095,-122.209496,NA,NA,0.01,"One lane blocked and slow lane blocked due to accident on CA-24 Westbound at Exit 7A Old Tunnel Rd.","Fish Ranch Rd","Orinda","Contra Costa","CA","94563","US","US/Pacific","KCCR",2016-12-08 01:53:00,39.9,33.9,86,30.07,5,"NNE",9.2,0.02,"Light Rain",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Night","Night","Night"
"A-3497323","Source1",2,2016-09-08 09:15:50,2016-09-08 15:15:50,40.845461,-73.923598,40.845128,-73.921579,0.108,"Ramp to Exit 1C - Accident.","Undercliff Ave","Bronx","Bronx","NY","10453-7186","US","US/Eastern","KLGA",2016-09-08 08:51:00,77,NA,74,29.93,10,"NE",4.6,NA,"Scattered Clouds",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"A-131254","Source2",2,2016-09-19 06:12:59,2016-09-19 06:42:59,25.866604,-80.323013,NA,NA,0,"3 right lane blocked due to accident on FL-826 Palmetto Expy Northbound after FL-932 103rd St.","Palmetto Expy S","Hialeah","Miami-Dade","FL","33016","US","US/Eastern","KOPF",2016-09-19 05:53:00,79,NA,90,29.96,10,"SSE",4.6,NA,"Clear",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Night","Night","Night","Day"
"A-126871","Source2",3,2016-11-09 12:00:53,2016-11-09 12:30:27,28.093576,-82.772507,NA,NA,0.01,"Accident on Alderman Rd at Palm Harbor Blvd.","Bruce Ln","Crystal Beach","Pinellas","FL","34681","US","US/Eastern","KPIE",2016-11-09 11:53:00,72,NA,71,30.06,10,"NNE",3.5,NA,"Clear",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Day","Day","Day","Day"
"A-3470159","Source1",4,2016-11-14 12:40:21,2016-11-14 18:40:21,35.73308,-79.457417,35.734992,-79.413286,2.479,"Closed between Martin Luther King Jr Blvd and Silk Hope Rd - Road closed due to accident.","E 11th St","Siler City","Chatham","NC","27344-2004","US","US/Eastern","K5W8",2016-11-14 12:50:00,51,51,94,29.73,10,"CALM",0,0,"Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Day","Day","Day","Day"
"A-3463131","Source1",2,2016-10-21 07:03:01,2016-10-21 13:03:01,35.27603,-80.89593,35.27603,-80.89593,0,"At Rozzelles Ferry Rd - Accident.","Hovis Rd","Charlotte","Mecklenburg","NC","28208-1241","US","US/Eastern","KCLT",2016-10-21 06:52:00,63,NA,90,29.74,10,"South",6.9,NA,"Partly Cloudy",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Night","Day","Day"
"A-143538","Source2",2,2016-07-11 07:10:18,2016-07-11 07:40:18,25.866604,-80.323013,NA,NA,0,"Center lane blocked due to accident on FL-826 Palmetto Expy Southbound at FL-932 103rd St.","Palmetto Expy S","Hialeah","Miami-Dade","FL","33016","US","US/Eastern","KOPF",2016-07-11 06:53:00,81,NA,77,30.11,10,"SE",4.6,NA,"Clear",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Day","Day","Day","Day"
"A-119357","Source2",3,2016-12-22 05:38:21,2016-12-22 06:23:03,27.96475,-82.452522,NA,NA,0.01,"Accident on I-4 Eastbound at Exit 45A I-275.","I-275 N","Tampa","Hillsborough","FL","33602","US","US/Eastern","KTPF",2016-12-22 05:35:00,53.6,NA,94,30.2,10,"ENE",5.8,NA,"Clear",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Night","Night","Night"
"A-3438302","Source1",2,2016-08-08 10:59:56,2016-08-08 16:59:56,29.62833,-95.586897,29.62481,-95.57707,0.638,"At Dulles Ave - Accident.","S Main St","Stafford","Fort Bend","TX","77477","US","US/Central","KSGR",2016-08-08 10:53:00,88,NA,61,29.94,10,"West",5.8,NA,"Scattered Clouds",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"A-125182","Source2",3,2016-10-30 14:08:45,2016-10-30 14:38:09,25.862013,-80.208099,NA,NA,0.01,"2 express lane blocked due to accident on I-95 Express Northbound at Exit 8A 95th St.","I-95 N","Miami","Miami-Dade","FL","33150","US","US/Eastern","KOPF",2016-10-30 14:14:00,82,NA,69,30,10,"ENE",17.3,NA,"Mostly Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"A-208377","Source2",3,2016-09-15 22:28:45,2016-09-15 22:58:45,41.10247,-74.028183,NA,NA,0,"Accident on I-87 I-287 Northbound before Exit 14 Grandview Ave.","W Route 59","Nanuet","Rockland","NY","10954","US","US/Eastern","KHPN",2016-09-15 22:56:00,57.9,NA,84,30.28,10,"Calm",NA,NA,"Clear",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Night","Night","Night"
"A-265982","Source2",3,2016-12-21 13:53:19,2016-12-21 15:07:07,30.149279,-95.447601,NA,NA,0.01,"Right &amp; Center lane blocked due to accident on I-45 Northbound at Exit 76B / Oak Ridge Dr.","I-45 N","Spring","Montgomery","TX","77386","US","US/Central","KDWH",2016-12-21 13:53:00,71.1,NA,51,30.15,10,"South",11.5,NA,"Clear",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
